id_conditions ,surface_condition,land ,weather_condition 
471095,Seca y limpia,Escarpado,Normal
471096,Humeda,Plano,Lluvia
471097,Seca y limpia,Ondulado,Normal
471098,Seca y limpia,Montañoso,Normal
471099,Seca y limpia,Montañoso,Normal
471100,Seca y limpia,Montañoso,Normal
471101,Seca y limpia,Ondulado,Sol
471102,Humeda,Plano,Lluvia
471103,Seca y limpia,Plano,Normal
471104,Seca y limpia,Plano,Normal
471109,Seca y limpia,Ondulado,Normal
471110,Seca y limpia,Ondulado,Normal
471112,Seca y limpia,Montañoso,Normal
471113,Humeda,Plano,Lluvia
471114,Humeda,Ondulado,Lluvia
471115,Seca y limpia,Plano,Normal
471120,Humeda,Montañoso,Lluvia
471121,Seca y limpia,Ondulado,Normal
471122,Seca y limpia,Montañoso,Normal
472351,Seca y limpia,Ondulado,Normal
472352,Seca y limpia,Ondulado,Normal
472353,Seca y limpia,Ondulado,Normal
472354,Seca y limpia,Montañoso,Normal
472355,Seca y limpia,Plano,Normal
472356,Seca y limpia,Plano,Normal
472357,Seca y limpia,Montañoso,Normal
472358,Seca y limpia,Ondulado,Normal
472359,Seca y limpia,Montañoso,Normal
472369,Seca y limpia,Ondulado,Normal
472370,Humeda,Montañoso,Lluvia
472372,Seca y limpia,Ondulado,Normal
472375,Seca y limpia,Ondulado,Normal
473500,Humeda,Montañoso,Lluvia
473894,Humeda,Montañoso,Lluvia
473895,Seca y limpia,Ondulado,Normal
473896,Seca y limpia,Ondulado,Normal
473897,Seca y limpia,Montañoso,Normal
473898,Seca y limpia,Ondulado,Normal
474294,Humeda,Montañoso,Lluvia
474295,Seca y limpia,Ondulado,Normal
474296,Seca y limpia,Ondulado,Normal
474301,Seca y limpia,Ondulado,Normal
474302,Seca y limpia,Montañoso,Normal
474304,Seca y limpia,Ondulado,Normal
474307,Seca y limpia,Ondulado,Normal
474308,Humeda,Montañoso,Lluvia
474695,Humeda,Montañoso,Lluvia
474697,Seca y limpia,Plano,Normal
478694,Seca y limpia,Montañoso,Normal
479094,Humeda,Ondulado,Lluvia
479097,Seca y limpia,Montañoso,Normal
479099,Humeda,Montañoso,Lluvia
479102,Humeda,Montañoso,Lluvia
479103,Seca y limpia,Ondulado,Normal
479104,Seca y limpia,Montañoso,Normal
479494,Humeda,Montañoso,Lluvia
479495,Humeda,Montañoso,Lluvia
479496,Humeda,Montañoso,Lluvia
480294,Seca y limpia,Ondulado,Normal
480694,Seca y limpia,Plano,Normal
480695,Seca y limpia,Ondulado,Normal
480696,Seca y limpia,Ondulado,Normal
480698,Seca y limpia,Plano,Normal
481094,Seca y limpia,Ondulado,Normal
481095,Seca y limpia,Ondulado,Normal
481096,Seca y limpia,Ondulado,Normal
481098,Humeda,Plano,Lluvia
482294,Seca y limpia,Plano,Seca
482295,Seca y limpia,Plano,Normal
482296,Humeda,Montañoso,Lluvia
482297,Seca y limpia,Plano,Normal
482694,Seca y limpia,Ondulado,Normal
482695,Humeda,Ondulado,Normal
482696,Seca y limpia,Plano,Normal
483096,Seca y limpia,Escarpado,Normal
483099,Seca y limpia,Plano,Normal
483100,Seca y limpia,Ondulado,Normal
483101,Seca y limpia,Plano,Normal
483494,Humeda,Escarpado,Lluvia
483496,Seca y limpia,Ondulado,Normal
483497,Humeda,Ondulado,Lluvia
483498,Humeda,Ondulado,Lluvia
494704,Seca y limpia,Plano,Sol
496703,Humeda,Montañoso,Niebla
497103,Seca y limpia,Plano,Sol
497109,Humeda,Ondulado,Lluvia
497110,Seca y limpia,Montañoso,Normal
497503,Seca y limpia,Montañoso,Normal
497506,Seca y limpia,Montañoso,Normal
497507,Seca y limpia,Montañoso,Normal
497508,Humeda,Ondulado,Lluvia
497509,Seca y limpia,Montañoso,Normal
497510,Seca y limpia,Ondulado,Normal
497903,Seca y limpia,Ondulado,Normal
498704,Seca y limpia,Ondulado,Normal
498705,Seca y limpia,Montañoso,Normal
498706,Seca y limpia,Ondulado,Normal
499103,Seca y limpia,Montañoso,Normal
499503,Seca y limpia,Montañoso,Normal
499505,Seca y limpia,Ondulado,Normal
499506,Seca y limpia,Montañoso,Normal
499507,Seca y limpia,Montañoso,Normal
499509,Humeda,Ondulado,Lluvia
499510,Seca y limpia,Ondulado,Normal
499511,Seca y limpia,Montañoso,Normal
499512,Seca y limpia,Ondulado,Normal
499908,Humeda,Ondulado,Lluvia
499911,Seca y limpia,Montañoso,Normal
499912,Seca y limpia,Montañoso,Normal
505103,Seca y limpia,Ondulado,Sol
509903,Seca y limpia,Montañoso,Normal
509904,Seca y limpia,Plano,Normal
515904,Humeda,Montañoso,Normal
515905,Seca y limpia,Ondulado,Normal
515906,Humeda,Montañoso,Lluvia
515907,Seca y limpia,Montañoso,Normal
515908,Humeda,Montañoso,Lluvia
515909,Humeda,Montañoso,Lluvia
515910,Seca y limpia,Montañoso,Normal
515911,Humeda,Montañoso,Lluvia
516708,Seca y limpia,Montañoso,Normal
516709,Humeda,Montañoso,Lluvia
516710,Seca y limpia,Montañoso,Normal
516711,Seca y limpia,Ondulado,Normal
517103,Seca y limpia,Ondulado,Normal
517104,Seca y limpia,Montañoso,Normal
517106,Seca y limpia,Plano,Normal
517109,Seca y limpia,Ondulado,Normal
517110,Seca y limpia,Plano,Normal
517111,Seca y limpia,Plano,Normal
519106,Humeda,Montañoso,Lluvia
519108,Seca y limpia,Ondulado,Normal
519503,Humeda,Ondulado,Lluvia
519504,Humeda,Plano,Lluvia
519506,Humeda,Ondulado,Lluvia
519903,Seca y limpia,Ondulado,Sol
519904,Seca y limpia,Ondulado,Normal
522303,Seca y limpia,Montañoso,Normal
523103,Seca y limpia,Ondulado,Normal
523507,Seca y limpia,Montañoso,Sol
523905,Seca y limpia,Ondulado,Sol
523906,Humeda,Ondulado,Lluvia
523907,Seca y limpia,Montañoso,Sol
523909,Humeda,Ondulado,Lluvia
523910,Seca y limpia,Ondulado,Sol
523911,Seca y limpia,Ondulado,Seca
524306,Seca y limpia,Montañoso,Normal
524704,Seca y limpia,Ondulado,Sol
525103,Material suelto,Montañoso,Sol
529111,Seca y limpia,Montañoso,Normal
530304,Seca y limpia,Plano,Normal
530308,Seca y limpia,Ondulado,Normal
530310,Otra,Plano,Normal
530311,Seca y limpia,Montañoso,Sol
530708,Seca y limpia,Plano,Normal
533106,Seca y limpia,Plano,Normal
533903,Seca y limpia,Montañoso,Normal
534303,Seca y limpia,Ondulado,Sol
535104,Seca y limpia,Montañoso,Normal
539103,Seca y limpia,Ondulado,Normal
539104,Seca y limpia,Plano,Sol
539105,Humeda,Montañoso,Lluvia
539106,Humeda,Montañoso,Lluvia
539107,Seca y limpia,Ondulado,Sol
539108,Humeda,Montañoso,Lluvia
539504,Seca y limpia,Ondulado,Seca
539505,Humeda,Ondulado,Lluvia
539506,Seca y limpia,Montañoso,Sol
539507,Humeda,Ondulado,Lluvia
539508,Seca y limpia,Ondulado,Sol
539509,Humeda,Ondulado,Lluvia
539510,Seca y limpia,Plano,Normal
539511,Seca y limpia,Plano,Normal
548303,Seca y limpia,Plano,Normal
549103,Seca y limpia,Plano,Seca
549104,Seca y limpia,Plano,Seca
549105,Seca y limpia,Ondulado,Seca
549106,Seca y limpia,Ondulado,Seca
549107,Humeda,Ondulado,Lluvia
549109,Seca y limpia,Ondulado,Seca
549110,Seca y limpia,Ondulado,Seca
549111,Seca y limpia,Montañoso,Seca
549112,Seca y limpia,Montañoso,Seca
549505,Seca y limpia,Escarpado,Seca
549507,Seca y limpia,Montañoso,Seca
549509,Seca y limpia,Montañoso,Seca
549510,Seca y limpia,Plano,Seca
554703,Seca y limpia,Ondulado,Normal
556306,Seca y limpia,Plano,Normal
557503,Seca y limpia,Ondulado,Seca
557504,Humeda,Ondulado,Lluvia
557505,Seca y limpia,Ondulado,Normal
557506,Seca y limpia,Ondulado,Normal
557507,Seca y limpia,Montañoso,Seca
557903,Humeda,Ondulado,Lluvia
557904,Humeda,Ondulado,Lluvia
557905,Humeda,Ondulado,Lluvia
557907,Humeda,Ondulado,Lluvia
557909,Humeda,Ondulado,Lluvia
557910,Humeda,Plano,Lluvia
557913,Seca y limpia,Montañoso,Sol
557916,Humeda,Montañoso,Lluvia
558304,Seca y limpia,Ondulado,Sol
558305,Humeda,Ondulado,Lluvia
558308,Seca y limpia,Montañoso,Sol
558309,Seca y limpia,Ondulado,Seca
558311,Seca y limpia,Plano,Seca
558313,Humeda,Montañoso,Lluvia
558315,Seca y limpia,Montañoso,Seca
565917,Seca y limpia,Montañoso,Normal
563904,Seca y limpia,Ondulado,Normal
563905,Seca y limpia,Montañoso,Normal
565906,Seca y limpia,Ondulado,Seca
565907,Seca y limpia,Ondulado,Sol
565908,Seca y limpia,Ondulado,Sol
565909,Humeda,Ondulado,Lluvia
565910,Humeda,Montañoso,Lluvia
565911,Seca y limpia,Escarpado,Normal
565912,Seca y limpia,Ondulado,Normal
565913,Seca y limpia,Plano,Sol
565914,Seca y limpia,Plano,Sol
565915,Seca y limpia,Ondulado,Normal
565916,Seca y limpia,Montañoso,Normal
